sample_id,sample_id_old,qpcr_sample_id,collect_site,frog_id,site,species,sample_status,extract_plate_id,extract_date,extract_lab,extract_tech,extract_loc,extract_well_pos,extract_neg_cont,extract_bd_pos_cont,qpcr_plate_id,qpcr_date,qpcr_file_name,qpcr_lab,qpcr_tech,qpcr_well_pos,qpcr_diluted,qpcr_neg_cont,sample_quality,sample_ipc,sample_rerun,sample_bd,sample_bd_ct,sample_bd_qty,sample_bd_swab_qty,sample_bsal,sample_bsal_ct,sample_bsal_qty,sample_bsal_swab_qty,notes,temp_pcr_id
171020-62-NM-NM,171020-2162-NM,171020 216.2,NV,171020-2162,NA,NA,Complete,DPW_120617_SERDP_43,2017-12-06T00:00:00Z,RZ lab,DPW,Pitt -80,C7,negative,positive,SERDP_52_121817,2017-12-18T00:00:00Z,SERDP_52_121817,RZ lab,DPW,C7,no,negative,pass,pass,no,positive,27.26877213,5929.679199,237187.168,negative,NA,NA,NA,NA,4823
171020-62-NM-NM,171020-2062-NM,171020 206.2,NV,171020-2062,NA,NA,Complete,DPW_120417_SERDP_42,2017-12-04T00:00:00Z,RZ lab,DPW,Pitt -80,F6,negative,positive,SERDP_51_121817,2017-12-18T00:00:00Z,SERDP_51_121817,RZ lab,DPW,F6,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4823
171020-63-NM-NM,171020-2063-NM,171020 206.3,NV,171020-2063,NA,NA,Complete,DPW_120417_SERDP_42,2017-12-04T00:00:00Z,RZ lab,DPW,Pitt -80,F7,negative,positive,SERDP_51_121817,2017-12-18T00:00:00Z,SERDP_51_121817,RZ lab,DPW,F7,no,negative,pass,pass,no,positive,30.06500435,711.020874,28440.83496,negative,NA,NA,NA,NA,4824
171020-63-NM-NM,171020-2163-NM,171020 216.3,NV,171020-2163,NA,NA,Complete,DPW_120617_SERDP_43,2017-12-06T00:00:00Z,RZ lab,DPW,Pitt -80,C8,negative,positive,SERDP_52_121817,2017-12-18T00:00:00Z,SERDP_52_121817,RZ lab,DPW,C8,no,negative,pass,pass,no,positive,27.88533401,3911.259766,156450.3906,negative,NA,NA,NA,NA,4824
171020-64-NM-NM,171020-2064-NM,171020 206.4,NV,171020-2064,NA,NA,Complete,DPW_120417_SERDP_42,2017-12-04T00:00:00Z,RZ lab,DPW,Pitt -80,F8,negative,positive,SERDP_51_121817,2017-12-18T00:00:00Z,SERDP_51_121817,RZ lab,DPW,F8,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4825
171020-64-NM-NM,171020-2164-NM,171020 216.4,NV,171020-2164,NA,NA,Complete,DPW_120617_SERDP_43,2017-12-06T00:00:00Z,RZ lab,DPW,Pitt -80,C9,negative,positive,SERDP_52_121817,2017-12-18T00:00:00Z,SERDP_52_121817,RZ lab,DPW,C9,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4825
171020-70-NM-NM,171020-2170-NM,171020 217.0,NV,171020-2170,NA,NA,Complete,DPW_120617_SERDP_43,2017-12-06T00:00:00Z,RZ lab,DPW,Pitt -80,C11,negative,positive,SERDP_52_121817,2017-12-18T00:00:00Z,SERDP_52_121817,RZ lab,DPW,C11,no,negative,pass,pass,no,positive,28.91292763,1954.9179690000003,78196.71875,negative,NA,NA,NA,NA,4828
171020-70-NM-NM,171020-2070-NM,171020 207.0,NV,171020-2070,NA,NA,Complete,DPW_120417_SERDP_42,2017-12-04T00:00:00Z,RZ lab,DPW,Pitt -80,F10,negative,positive,SERDP_51_121817,2017-12-18T00:00:00Z,SERDP_51_121817,RZ lab,DPW,F10,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4828
171020-71-NM-NM,171020-2071-NM,171020 207.1,NV,171020-2071,NA,NA,Complete,DPW_120417_SERDP_42,2017-12-04T00:00:00Z,RZ lab,DPW,Pitt -80,F11,negative,positive,SERDP_51_121817,2017-12-18T00:00:00Z,SERDP_51_121817,RZ lab,DPW,F11,no,negative,pass,pass,no,positive,28.6997242,1865.225342,74609.01367,negative,NA,NA,NA,NA,4829
171020-71-NM-NM,171020-2171-NM,171020 217.1,NV,171020-2171,NA,NA,Complete,DPW_120617_SERDP_43,2017-12-06T00:00:00Z,RZ lab,DPW,Pitt -80,C12,negative,positive,SERDP_52_121817,2017-12-18T00:00:00Z,SERDP_52_121817,RZ lab,DPW,C12,no,negative,pass,pass,no,positive,23.45596695,77725.94531,3109037.813,negative,NA,NA,NA,NA,4829
171020-73-NM-NM,171020-2073-NM,171020 207.3,NV,171020-2073,NA,NA,Complete,DPW_120417_SERDP_42,2017-12-04T00:00:00Z,RZ lab,DPW,Pitt -80,G1,negative,positive,SERDP_51_121817,2017-12-18T00:00:00Z,SERDP_51_121817,RZ lab,DPW,G1,no,negative,pass,pass,no,positive,27.91502762,3246.8732910000003,129874.9316,negative,NA,NA,NA,NA,4831
171020-73-NM-NM,171020-2173-NM,171020 217.3,NV,171020-2173,NA,NA,Complete,DPW_120617_SERDP_43,2017-12-06T00:00:00Z,RZ lab,DPW,Pitt -80,D1,negative,positive,SERDP_52_121817,2017-12-18T00:00:00Z,SERDP_52_121817,RZ lab,DPW,D1,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4831
171020-74-NM-NM,171020-2074-NM,171020 207.4,NV,171020-2074,NA,NA,Complete,DPW_120417_SERDP_42,2017-12-04T00:00:00Z,RZ lab,DPW,Pitt -80,G2,negative,positive,SERDP_51_121817,2017-12-18T00:00:00Z,SERDP_51_121817,RZ lab,DPW,G2,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4832
171020-74-NM-NM,171020-2174-NM,171020 217.4,NV,171020-2174,NA,NA,Complete,DPW_120617_SERDP_43,2017-12-06T00:00:00Z,RZ lab,DPW,Pitt -80,D2,negative,positive,SERDP_52_121817,2017-12-18T00:00:00Z,SERDP_52_121817,RZ lab,DPW,D2,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4832
171020-75-NM-NM,171020-2175-NM,171020 217.5,NV,171020-2175,NA,NA,Complete,DPW_120617_SERDP_43,2017-12-06T00:00:00Z,RZ lab,DPW,Pitt -80,D3,negative,positive,SERDP_52_121817,2017-12-18T00:00:00Z,SERDP_52_121817,RZ lab,DPW,D3,no,negative,pass,pass,no,positive,26.63399887,9100.882812999998,364035.3125,negative,NA,NA,NA,NA,4833
171020-75-NM-NM,171020-2075-NM,171020 207.5,NV,171020-2075,NA,NA,Complete,DPW_120417_SERDP_42,2017-12-04T00:00:00Z,RZ lab,DPW,Pitt -80,G3,negative,positive,SERDP_51_121817,2017-12-18T00:00:00Z,SERDP_51_121817,RZ lab,DPW,G3,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4833
171020-76-NM-NM,171020-2076-NM,171020 207.6,NV,171020-2076,NA,NA,Complete,DPW_120417_SERDP_42,2017-12-04T00:00:00Z,RZ lab,DPW,Pitt -80,G4,negative,positive,SERDP_51_121817,2017-12-18T00:00:00Z,SERDP_51_121817,RZ lab,DPW,G4,no,negative,pass,pass,no,positive,28.94518661,1568.2917479999999,62731.66992,negative,NA,NA,NA,NA,4834
171020-76-NM-NM,171020-2176-NM,171020 217.6,NV,171020-2176,NA,NA,Complete,DPW_120617_SERDP_43,2017-12-06T00:00:00Z,RZ lab,DPW,Pitt -80,D4,negative,positive,SERDP_52_121817,2017-12-18T00:00:00Z,SERDP_52_121817,RZ lab,DPW,D4,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4834
171020-77-NM-NM,171020-2177-NM,171020 217.7,NV,171020-2177,NA,NA,Complete,DPW_120617_SERDP_43,2017-12-06T00:00:00Z,RZ lab,DPW,Pitt -80,D5,negative,positive,SERDP_52_121817,2017-12-18T00:00:00Z,SERDP_52_121817,RZ lab,DPW,D5,no,negative,pass,pass,no,positive,29.37607193,1430.147217,57205.88867,negative,NA,NA,NA,NA,4835
171020-77-NM-NM,171020-2077-NM,171020 207.7,NV,171020-2077,NA,NA,Complete,DPW_120417_SERDP_42,2017-12-04T00:00:00Z,RZ lab,DPW,Pitt -80,G5,negative,positive,SERDP_51_121817,2017-12-18T00:00:00Z,SERDP_51_121817,RZ lab,DPW,G5,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4835
171020-78-NM-NM,171020-2078-NM,171020 207.8,NV,171020-2078,NA,NA,Complete,DPW_120417_SERDP_42,2017-12-04T00:00:00Z,RZ lab,DPW,Pitt -80,G6,negative,positive,SERDP_51_121817,2017-12-18T00:00:00Z,SERDP_51_121817,RZ lab,DPW,G6,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4836
171020-78-NM-NM,171020-2178-NM,171020 217.8,NV,171020-2178,NA,NA,Complete,DPW_120617_SERDP_43,2017-12-06T00:00:00Z,RZ lab,DPW,Pitt -80,D6,negative,positive,SERDP_52_121817,2017-12-18T00:00:00Z,SERDP_52_121817,RZ lab,DPW,D6,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4836
171020-80-NM-NM,171020-2080-NM,171020 208.0,NV,171020-2080,NA,NA,Complete,DPW_120417_SERDP_42,2017-12-04T00:00:00Z,RZ lab,DPW,Pitt -80,G7,negative,positive,SERDP_51_121817,2017-12-18T00:00:00Z,SERDP_51_121817,RZ lab,DPW,G7,no,negative,pass,pass,no,positive,27.98638344,3087.2680659999996,123490.7227,negative,NA,NA,NA,NA,4837
171020-80-NM-NM,171020-2180-NM,171020 218.0,NV,171020-2180,NA,NA,Complete,DPW_120617_SERDP_43,2017-12-06T00:00:00Z,RZ lab,DPW,Pitt -80,D7,negative,positive,SERDP_52_121817,2017-12-18T00:00:00Z,SERDP_52_121817,RZ lab,DPW,D7,no,negative,pass,pass,no,positive,27.45183945,5240.516602000001,209620.6641,negative,NA,NA,NA,NA,4837
171020-81-NM-NM,171020-2081-NM,171020 208.1,NV,171020-2081,NA,NA,Complete,DPW_120417_SERDP_42,2017-12-04T00:00:00Z,RZ lab,DPW,Pitt -80,G8,negative,positive,SERDP_51_121817,2017-12-18T00:00:00Z,SERDP_51_121817,RZ lab,DPW,G8,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4838
171020-81-NM-NM,171020-2181-NM,171020 218.1,NV,171020-2181,NA,NA,Complete,DPW_120617_SERDP_43,2017-12-06T00:00:00Z,RZ lab,DPW,Pitt -80,D8,negative,positive,SERDP_52_121817,2017-12-18T00:00:00Z,SERDP_52_121817,RZ lab,DPW,D8,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4838
171020-82-NM-NM,171020-2082-NM,171020 208.2,NV,171020-2082,NA,NA,Complete,DPW_120417_SERDP_42,2017-12-04T00:00:00Z,RZ lab,DPW,Pitt -80,G9,negative,positive,SERDP_51_121817,2017-12-18T00:00:00Z,SERDP_51_121817,RZ lab,DPW,G9,no,negative,pass,pass,no,positive,28.82499313,1707.2634279999997,68290.53711,negative,NA,NA,NA,NA,4839
171020-82-NM-NM,171020-2182-NM,171020 218.2,NV,171020-2182,NA,NA,Complete,DPW_120617_SERDP_43,2017-12-06T00:00:00Z,RZ lab,DPW,Pitt -80,D9,negative,positive,SERDP_52_121817,2017-12-18T00:00:00Z,SERDP_52_121817,RZ lab,DPW,D9,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4839
171020-83-NM-NM,171020-2083-NM,171020 208.3,NV,171020-2083,NA,NA,Complete,DPW_120417_SERDP_42,2017-12-04T00:00:00Z,RZ lab,DPW,Pitt -80,G10,negative,positive,SERDP_51_121817,2017-12-18T00:00:00Z,SERDP_51_121817,RZ lab,DPW,G10,no,negative,pass,pass,no,positive,28.86901474,1654.9898680000001,66199.59473,negative,NA,NA,NA,NA,4840
171020-83-NM-NM,171020-2183-NM,171020 218.3,NV,171020-2183,NA,NA,Complete,DPW_120617_SERDP_43,2017-12-06T00:00:00Z,RZ lab,DPW,Pitt -80,D10,negative,positive,SERDP_52_121817,2017-12-18T00:00:00Z,SERDP_52_121817,RZ lab,DPW,D10,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4840
171020-84-NM-NM,171020-2084-NM,171020 208.4,NV,171020-2084,NA,NA,Complete,DPW_120417_SERDP_42,2017-12-04T00:00:00Z,RZ lab,DPW,Pitt -80,G11,negative,positive,SERDP_51_121817,2017-12-18T00:00:00Z,SERDP_51_121817,RZ lab,DPW,G11,no,negative,pass,pass,no,positive,29.36908531,1162.467041,46498.68164,negative,NA,NA,NA,NA,4841
171020-84-NM-NM,171020-2184-NM,171020 218.4,NV,171020-2184,NA,NA,Complete,DPW_120617_SERDP_43,2017-12-06T00:00:00Z,RZ lab,DPW,Pitt -80,D11,negative,positive,SERDP_52_121817,2017-12-18T00:00:00Z,SERDP_52_121817,RZ lab,DPW,D11,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4841
171020-85-NM-NM,171020-2185-NM,171020 218.5,NV,171020-2185,NA,NA,Complete,DPW_120617_SERDP_43,2017-12-06T00:00:00Z,RZ lab,DPW,Pitt -80,D12,negative,positive,SERDP_52_121817,2017-12-18T00:00:00Z,SERDP_52_121817,RZ lab,DPW,D12,no,negative,pass,pass,no,positive,29.93767166,978.9841309000001,39159.36523,negative,NA,NA,NA,NA,4842
171020-85-NM-NM,171020-2085-NM,171020 208.5,NV,171020-2085,NA,NA,Complete,DPW_120417_SERDP_42,2017-12-04T00:00:00Z,RZ lab,DPW,Pitt -80,G12,negative,positive,SERDP_51_121817,2017-12-18T00:00:00Z,SERDP_51_121817,RZ lab,DPW,G12,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4842
191019-05-PA03-LICA,NA,NA,NA,191019-05,NA,NA,Complete,126_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,G1,negative,positive,SERDP_150_11082019,2019-08-11T00:00:00Z,SERDP_150_11082019,RZlab,CLN,G11,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13418
191019-05-PA03-LICA,NA,NA,NA,191019-05,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,B8,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,B8,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13418
191019-06-PA03-LICA,NA,NA,NA,191019-06,NA,NA,Complete,125_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,C8,negative,positive,SERDP_150_11082019,2019-08-11T00:00:00Z,SERDP_150_11082019,RZlab,CLN,C6,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13420
191019-06-PA03-LICA,NA,NA,NA,191019-06,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,F2,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,F2,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13420
191019-08-PA03-LICA,NA,NA,NA,191019-08,NA,NA,Complete,125_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,D8,negative,positive,SERDP_150_11082019,2019-08-11T00:00:00Z,SERDP_150_11082019,RZlab,CLN,D6,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13424
191019-08-PA03-LICA,NA,NA,NA,191019-08,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,G2,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,G2,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13424
191019-09-PA03-LICA,NA,NA,NA,191019-09,NA,NA,Complete,125_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,E8,negative,positive,SERDP_150_11082019,2019-08-11T00:00:00Z,SERDP_150_11082019,RZlab,CLN,E6,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13426
191019-09-PA03-LICA,NA,NA,NA,191019-09,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,H2,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,H2,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13426
191019-10-PA03-LICA,NA,NA,NA,191019-10,NA,NA,Complete,126_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,H1,negative,positive,SERDP_150_11082019,2019-08-11T00:00:00Z,SERDP_150_11082019,RZlab,CLN,H11,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13428
191019-10-PA03-LICA,NA,NA,NA,191019-10,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,C8,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,C8,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13428
191019-11-PA03-LICA,NA,NA,NA,191019-11,NA,NA,Complete,125_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,H10,negative,positive,SERDP_150_11082019,2019-08-11T00:00:00Z,SERDP_150_11082019,RZlab,CLN,H8,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13430
191019-11-PA03-LICA,NA,NA,NA,191019-11,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,D5,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,D5,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13430
191019-12-PA03-LICA,NA,NA,NA,191019-12,NA,NA,Complete,125_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,A11,negative,positive,SERDP_150_11082019,2019-08-11T00:00:00Z,SERDP_150_11082019,RZlab,CLN,A9,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13432
191019-12-PA03-LICA,NA,NA,NA,191019-12,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,E5,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,E5,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13432
191019-13-PA03-LICA,NA,NA,NA,191019-13,NA,NA,Complete,125_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,F8,negative,positive,SERDP_150_11082019,2019-08-11T00:00:00Z,SERDP_150_11082019,RZlab,CLN,F6,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13435
191019-13-PA03-LICA,NA,NA,NA,191019-13,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,A3,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,A3,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13435
191019-14-PA03-LICA,NA,NA,NA,191019-14,NA,NA,Complete,126_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,A2,negative,positive,SERDP_151_11082019,2019-08-11T00:00:00Z,SERDP_151_11082019,RZlab,CLN,A1,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13438
191019-14-PA03-LICA,NA,NA,NA,191019-14,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,D8,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,D8,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13438
191019-15-PA03-LICA,NA,NA,NA,191019-15,NA,NA,Complete,125_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,B11,negative,positive,SERDP_150_11082019,2019-08-11T00:00:00Z,SERDP_150_11082019,RZlab,CLN,B9,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,"Day 7 swabs for natural load temp expt, weird amplification curve",13440
191019-15-PA03-LICA,NA,NA,NA,191019-15,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,F5,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,F5,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13440
191019-16-PA03-LICA,NA,NA,NA,191019-16,NA,NA,Complete,125_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,G8,negative,positive,SERDP_150_11082019,2019-08-11T00:00:00Z,SERDP_150_11082019,RZlab,CLN,G6,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13442
191019-16-PA03-LICA,NA,NA,NA,191019-16,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,B3,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,B3,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13442
191019-16-PA05-NOVI,NA,NA,NA,191019-16,NA,NA,Complete,125_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,B10,negative,positive,SERDP_150_11082019,2019-08-11T00:00:00Z,SERDP_150_11082019,RZlab,CLN,B8,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13444
191019-16-PA05-NOVI,NA,NA,NA,191019-16,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,E4,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,E4,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13444
191019-17-PA03-LICA,NA,NA,NA,191019-17,NA,NA,Complete,125_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,H8,negative,positive,SERDP_150_11082019,2019-08-11T00:00:00Z,SERDP_150_11082019,RZlab,CLN,H6,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13446
191019-17-PA03-LICA,NA,NA,NA,191019-17,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,C3,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,C3,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13446
191019-17-PA05-NOVI,NA,NA,NA,191019-17,NA,NA,Complete,125_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,C10,negative,positive,SERDP_150_11082019,2019-08-11T00:00:00Z,SERDP_150_11082019,RZlab,CLN,C8,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13448
191019-17-PA05-NOVI,NA,NA,NA,191019-17,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,F4,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,F4,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13448
191019-18-PA03-LICA,NA,NA,NA,191019-18,NA,NA,Complete,126_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,B2,negative,positive,SERDP_151_11082019,2019-08-11T00:00:00Z,SERDP_151_11082019,RZlab,CLN,B1,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13450
191019-18-PA03-LICA,NA,NA,NA,191019-18,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,E8,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,E8,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13450
191019-18-PA05-LICL,NA,NA,NA,191019-18,NA,NA,Complete,126_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,B3,negative,positive,SERDP_151_11082019,2019-08-11T00:00:00Z,SERDP_151_11082019,RZlab,CLN,B2,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13452
191019-18-PA05-LICL,NA,NA,NA,191019-18,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,E9,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,E9,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13452
191019-19-PA03-LICA,NA,NA,NA,191019-19,NA,NA,Complete,126_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,C2,negative,positive,SERDP_151_11082019,2019-08-11T00:00:00Z,SERDP_151_11082019,RZlab,CLN,C1,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13454
191019-19-PA03-LICA,NA,NA,NA,191019-19,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,F8,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,F8,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13454
191019-19-PA05-LICL,NA,NA,NA,191019-19,NA,NA,Complete,125_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,G9,negative,positive,SERDP_150_11082019,2019-08-11T00:00:00Z,SERDP_150_11082019,RZlab,CLN,G7,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13456
191019-19-PA05-LICL,NA,NA,NA,191019-19,NA,NA,Complete,127_CLN,2019-11-14T00:00:00Z,RZlab,CLN,Pitt -80,B4,negative,positive,SERDP_152RERUN_11252019,2019-11-25T00:00:00Z,SERDP_152RERUN_11252019,RZlab,CLN,B4,no,negative,pass,pass,yes,negative,NA,NA,NA,negative,NA,NA,NA,NA,13456
191019-20-PA03-LICA,NA,NA,NA,191019-20,NA,NA,Complete,125_CLN,2019-11-07T00:00:00Z,RZlab,CLN,Pitt -80,A9,negative,positive,SERDP_150_11082019,2019-08-11T00:00:00Z,SERDP_150_11082019,RZlab,CLN,A7,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,Day 7 swabs for natural load temp expt,13458
