sample_id,sample_id_old,qpcr_sample_id,collect_site,frog_id,site,species,sample_status,extract_plate_id,extract_date,extract_lab,extract_tech,extract_loc,extract_well_pos,extract_neg_cont,extract_bd_pos_cont,qpcr_plate_id,qpcr_date,qpcr_file_name,qpcr_lab,qpcr_tech,qpcr_well_pos,qpcr_diluted,qpcr_neg_cont,sample_quality,sample_ipc,sample_rerun,sample_bd,sample_bd_ct,sample_bd_qty,sample_bd_swab_qty,sample_bsal,sample_bsal_ct,sample_bsal_qty,sample_bsal_swab_qty,notes,temp_pcr_id
171006-71-NM-NM,171006-2071-NM,171006 207.1,NV,171006-2071,NA,NA,Complete,DPW_113017_SERDP_40,2017-11-30T00:00:00Z,RZ lab,DPW,Pitt -80,G4,negative,positive,SERDP_49_121517,2017-12-15T00:00:00Z,SERDP_49_121517,RZ lab,DPW,G4,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4439
171006-71-NM-NM,171006-2171-NM,171006 217.1,NV,171006-2171,NA,NA,Complete,DPW_120417_SERDP_41,2017-12-04T00:00:00Z,RZ lab,DPW,Pitt -80,D8,negative,positive,SERDP_50_121517,2017-12-15T00:00:00Z,SERDP_50_121517,RZ lab,DPW,D8,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4439
171006-72-NM-NM,171006-2072-NM,171006 207.2,NV,171006-2072,NA,NA,Complete,DPW_113017_SERDP_40,2017-11-30T00:00:00Z,RZ lab,DPW,Pitt -80,G5,negative,positive,SERDP_49_121517,2017-12-15T00:00:00Z,SERDP_49_121517,RZ lab,DPW,G5,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4440
171006-72-NM-NM,171006-2172-NM,171006 217.2,NV,171006-2172,NA,NA,Complete,DPW_120417_SERDP_41,2017-12-04T00:00:00Z,RZ lab,DPW,Pitt -80,D9,negative,positive,SERDP_50_121517,2017-12-15T00:00:00Z,SERDP_50_121517,RZ lab,DPW,D9,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4440
171006-73-NM-NM,171006-2073-NM,171006 207.3,NV,171006-2073,NA,NA,Complete,DPW_113017_SERDP_40,2017-11-30T00:00:00Z,RZ lab,DPW,Pitt -80,G6,negative,positive,SERDP_49_121517,2017-12-15T00:00:00Z,SERDP_49_121517,RZ lab,DPW,G6,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4441
171006-73-NM-NM,171006-2173-NM,171006 217.3,NV,171006-2173,NA,NA,Complete,DPW_120417_SERDP_41,2017-12-04T00:00:00Z,RZ lab,DPW,Pitt -80,D10,negative,positive,SERDP_50_121517,2017-12-15T00:00:00Z,SERDP_50_121517,RZ lab,DPW,D10,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4441
171006-74-NM-NM,171006-2074-NM,171006 207.4,NV,171006-2074,NA,NA,Complete,DPW_113017_SERDP_40,2017-11-30T00:00:00Z,RZ lab,DPW,Pitt -80,G7,negative,positive,SERDP_49_121517,2017-12-15T00:00:00Z,SERDP_49_121517,RZ lab,DPW,G7,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4442
171006-74-NM-NM,171006-2174-NM,171006 217.4,NV,171006-2174,NA,NA,Complete,DPW_120417_SERDP_41,2017-12-04T00:00:00Z,RZ lab,DPW,Pitt -80,D11,negative,positive,SERDP_50_121517,2017-12-15T00:00:00Z,SERDP_50_121517,RZ lab,DPW,D11,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4442
171006-75-NM-NM,171006-2075-NM,171006 207.5,NV,171006-2075,NA,NA,Complete,DPW_113017_SERDP_40,2017-11-30T00:00:00Z,RZ lab,DPW,Pitt -80,G8,negative,positive,SERDP_49_121517,2017-12-15T00:00:00Z,SERDP_49_121517,RZ lab,DPW,G8,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4443
171006-75-NM-NM,171006-2175-NM,171006 217.5,NV,171006-2175,NA,NA,Complete,DPW_120417_SERDP_41,2017-12-04T00:00:00Z,RZ lab,DPW,Pitt -80,D12,negative,positive,SERDP_50_121517,2017-12-15T00:00:00Z,SERDP_50_121517,RZ lab,DPW,D12,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4443
171006-76-NM-NM,171006-2076-NM,171006 207.6,NV,171006-2076,NA,NA,Complete,DPW_113017_SERDP_40,2017-11-30T00:00:00Z,RZ lab,DPW,Pitt -80,G9,negative,positive,SERDP_49_121517,2017-12-15T00:00:00Z,SERDP_49_121517,RZ lab,DPW,G9,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4444
171006-76-NM-NM,171006-2176-NM,171006 217.6,NV,171006-2176,NA,NA,Complete,DPW_120417_SERDP_41,2017-12-04T00:00:00Z,RZ lab,DPW,Pitt -80,E1,negative,positive,SERDP_50_121517,2017-12-15T00:00:00Z,SERDP_50_121517,RZ lab,DPW,E1,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4444
171006-77-NM-NM,171006-2077-NM,171006 207.7,NV,171006-2077,NA,NA,Complete,DPW_113017_SERDP_40,2017-11-30T00:00:00Z,RZ lab,DPW,Pitt -80,G10,negative,positive,SERDP_49_121517,2017-12-15T00:00:00Z,SERDP_49_121517,RZ lab,DPW,G10,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4445
171006-77-NM-NM,171006-2177-NM,171006 217.7,NV,171006-2177,NA,NA,Complete,DPW_120417_SERDP_41,2017-12-04T00:00:00Z,RZ lab,DPW,Pitt -80,E2,negative,positive,SERDP_50_121517,2017-12-15T00:00:00Z,SERDP_50_121517,RZ lab,DPW,E2,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4445
171006-78-NM-NM,171006-2078-NM,171006 207.8,NV,171006-2078,NA,NA,Complete,DPW_113017_SERDP_40,2017-11-30T00:00:00Z,RZ lab,DPW,Pitt -80,G11,negative,positive,SERDP_49_121517,2017-12-15T00:00:00Z,SERDP_49_121517,RZ lab,DPW,G11,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4446
171006-78-NM-NM,171006-2178-NM,171006 217.8,NV,171006-2178,NA,NA,Complete,DPW_120417_SERDP_41,2017-12-04T00:00:00Z,RZ lab,DPW,Pitt -80,E3,negative,positive,SERDP_50_121517,2017-12-15T00:00:00Z,SERDP_50_121517,RZ lab,DPW,E3,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4446
171006-80-NM-NM,171006-2080-NM,171006 208.0,NV,171006-2080,NA,NA,Complete,DPW_113017_SERDP_40,2017-11-30T00:00:00Z,RZ lab,DPW,Pitt -80,G12,negative,positive,SERDP_49_121517,2017-12-15T00:00:00Z,SERDP_49_121517,RZ lab,DPW,G12,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4447
171006-80-NM-NM,171006-2180-NM,171006 218.0,NV,171006-2180,NA,NA,Complete,DPW_120417_SERDP_41,2017-12-04T00:00:00Z,RZ lab,DPW,Pitt -80,E4,negative,positive,SERDP_50_121517,2017-12-15T00:00:00Z,SERDP_50_121517,RZ lab,DPW,E4,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4447
171006-81-NM-NM,171006-2081-NM,171006 208.1,NV,171006-2081,NA,NA,Complete,DPW_113017_SERDP_40,2017-11-30T00:00:00Z,RZ lab,DPW,Pitt -80,H1,negative,positive,SERDP_49_121517,2017-12-15T00:00:00Z,SERDP_49_121517,RZ lab,DPW,H1,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4448
171006-81-NM-NM,171006-2181-NM,171006 218.1,NV,171006-2181,NA,NA,Complete,DPW_120417_SERDP_41,2017-12-04T00:00:00Z,RZ lab,DPW,Pitt -80,E5,negative,positive,SERDP_50_121517,2017-12-15T00:00:00Z,SERDP_50_121517,RZ lab,DPW,E5,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4448
171006-82-NM-NM,171006-2082-NM,171006 208.2,NV,171006-2082,NA,NA,Complete,DPW_113017_SERDP_40,2017-11-30T00:00:00Z,RZ lab,DPW,Pitt -80,H2,negative,positive,SERDP_49_121517,2017-12-15T00:00:00Z,SERDP_49_121517,RZ lab,DPW,H2,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4449
171006-82-NM-NM,171006-2182-NM,171006 218.2,NV,171006-2182,NA,NA,Complete,DPW_120417_SERDP_41,2017-12-04T00:00:00Z,RZ lab,DPW,Pitt -80,E6,negative,positive,SERDP_50_121517,2017-12-15T00:00:00Z,SERDP_50_121517,RZ lab,DPW,E6,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4449
171006-83-NM-NM,171006-2083-NM,171006 208.3,NV,171006-2083,NA,NA,Complete,DPW_113017_SERDP_40,2017-11-30T00:00:00Z,RZ lab,DPW,Pitt -80,H3,negative,positive,SERDP_49_121517,2017-12-15T00:00:00Z,SERDP_49_121517,RZ lab,DPW,H3,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4450
171006-83-NM-NM,171006-2183-NM,171006 218.3,NV,171006-2183,NA,NA,Complete,DPW_120417_SERDP_41,2017-12-04T00:00:00Z,RZ lab,DPW,Pitt -80,E7,negative,positive,SERDP_50_121517,2017-12-15T00:00:00Z,SERDP_50_121517,RZ lab,DPW,E7,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4450
171006-84-NM-NM,171006-2084-NM,171006 208.4,NV,171006-2084,NA,NA,Complete,DPW_113017_SERDP_40,2017-11-30T00:00:00Z,RZ lab,DPW,Pitt -80,H4,negative,positive,SERDP_49_121517,2017-12-15T00:00:00Z,SERDP_49_121517,RZ lab,DPW,H4,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4451
171006-84-NM-NM,171006-2184-NM,171006 218.4,NV,171006-2184,NA,NA,Complete,DPW_120417_SERDP_41,2017-12-04T00:00:00Z,RZ lab,DPW,Pitt -80,E8,negative,positive,SERDP_50_121517,2017-12-15T00:00:00Z,SERDP_50_121517,RZ lab,DPW,E8,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4451
171006-85-NM-NM,171006-2085-NM,171006 208.5,NV,171006-2085,NA,NA,Complete,DPW_113017_SERDP_40,2017-11-30T00:00:00Z,RZ lab,DPW,Pitt -80,H5,negative,positive,SERDP_49_121517,2017-12-15T00:00:00Z,SERDP_49_121517,RZ lab,DPW,H5,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4452
171006-85-NM-NM,171006-2185-NM,171006 218.5,NV,171006-2185,NA,NA,Complete,DPW_120417_SERDP_41,2017-12-04T00:00:00Z,RZ lab,DPW,Pitt -80,E9,negative,positive,SERDP_50_121517,2017-12-15T00:00:00Z,SERDP_50_121517,RZ lab,DPW,E9,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4452
171020-10-NM-NM,171020-2010-NM,171020 201.0,NV,171020-2010,NA,NA,Complete,DPW_120417_SERDP_41,2017-12-04T00:00:00Z,RZ lab,DPW,Pitt -80,F6,negative,positive,SERDP_50_121517,2017-12-15T00:00:00Z,SERDP_50_121517,RZ lab,DPW,F6,no,negative,pass,pass,no,positive,25.1597805,22098.812499999996,883952.5,negative,NA,NA,NA,NA,4759
171020-10-NM-NM,171020-2110-NM,171020 211.0,NV,171020-2110,NA,NA,Complete,DPW_120617_SERDP_43,2017-12-06T00:00:00Z,RZ lab,DPW,Pitt -80,A2,negative,positive,SERDP_56_122017,2017-12-20T00:00:00Z,SERDP_56_122017,RZ lab,DPW,F2,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4759
171020-12-NM-NM,171020-2012-NM,171020 201.2,NV,171020-2012,NA,NA,Complete,DPW_120417_SERDP_41,2017-12-04T00:00:00Z,RZ lab,DPW,Pitt -80,F8,negative,positive,SERDP_50_121517,2017-12-15T00:00:00Z,SERDP_50_121517,RZ lab,DPW,F8,no,negative,pass,pass,no,positive,27.46006775,4478.745605,179149.8242,negative,NA,NA,NA,NA,4761
171020-12-NM-NM,171020-2112-NM,171020 211.2,NV,171020-2112,NA,NA,Complete,DPW_120617_SERDP_43,2017-12-06T00:00:00Z,RZ lab,DPW,Pitt -80,A3,negative,positive,SERDP_56_122017,2017-12-20T00:00:00Z,SERDP_56_122017,RZ lab,DPW,F3,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4761
171020-13-NM-NM,171020-2013-NM,171020 201.3,NV,171020-2013,NA,NA,Complete,DPW_120417_SERDP_41,2017-12-04T00:00:00Z,RZ lab,DPW,Pitt -80,F9,negative,positive,SERDP_50_121517,2017-12-15T00:00:00Z,SERDP_50_121517,RZ lab,DPW,F9,no,negative,pass,pass,no,positive,29.20881081,1330.9345700000001,53237.38281,negative,NA,NA,NA,NA,4762
171020-13-NM-NM,171020-2113-NM,171020 211.3,NV,171020-2113,NA,NA,Complete,DPW_120617_SERDP_43,2017-12-06T00:00:00Z,RZ lab,DPW,Pitt -80,A4,negative,positive,SERDP_56_122017,2017-12-20T00:00:00Z,SERDP_56_122017,RZ lab,DPW,F4,no,negative,pass,pass,no,positive,27.708,3104.02,124160.7031,negative,NA,NA,NA,NA,4762
171020-14-NM-NM,171020-2014-NM,171020 201.4,NV,171020-2014,NA,NA,Complete,DPW_120417_SERDP_41,2017-12-04T00:00:00Z,RZ lab,DPW,Pitt -80,F10,negative,positive,SERDP_50_121517,2017-12-15T00:00:00Z,SERDP_50_121517,RZ lab,DPW,F10,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4763
171020-14-NM-NM,171020-2114-NM,171020 211.4,NV,171020-2114,NA,NA,Complete,DPW_120617_SERDP_43,2017-12-06T00:00:00Z,RZ lab,DPW,Pitt -80,A5,negative,positive,SERDP_56_122017,2017-12-20T00:00:00Z,SERDP_56_122017,RZ lab,DPW,F5,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4763
171020-22-NM-NM,171020-2022-NM,171020 202.2,NV,171020-2022,NA,NA,Complete,DPW_120417_SERDP_41,2017-12-04T00:00:00Z,RZ lab,DPW,Pitt -80,G1,negative,positive,SERDP_50_121517,2017-12-15T00:00:00Z,SERDP_50_121517,RZ lab,DPW,G1,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4769
171020-22-NM-NM,171020-2122-NM,171020 212.2,NV,171020-2122,NA,NA,Complete,DPW_120617_SERDP_43,2017-12-06T00:00:00Z,RZ lab,DPW,Pitt -80,A9,negative,positive,SERDP_52_121817,2017-12-18T00:00:00Z,SERDP_52_121817,RZ lab,DPW,A9,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4769
171020-25-NM-NM,171020-2025-NM,171020 202.5,NV,171020-2025,NA,NA,Complete,DPW_120417_SERDP_41,2017-12-04T00:00:00Z,RZ lab,DPW,Pitt -80,G3,negative,positive,SERDP_50_121517,2017-12-15T00:00:00Z,SERDP_50_121517,RZ lab,DPW,G3,no,negative,pass,pass,no,positive,28.24746704,2593.3815920000006,103735.2637,negative,NA,NA,NA,NA,4772
171020-25-NM-NM,171020-2125-NM,171020 212.5,NV,171020-2125,NA,NA,Complete,DPW_120617_SERDP_43,2017-12-06T00:00:00Z,RZ lab,DPW,Pitt -80,A11,negative,positive,SERDP_52_121817,2017-12-18T00:00:00Z,SERDP_52_121817,RZ lab,DPW,A11,no,negative,pass,pass,no,positive,27.56391716,4858.744629000001,194349.7852,negative,NA,NA,NA,NA,4772
171020-26-NM-NM,171020-2026-NM,171020 202.6,NV,171020-2026,NA,NA,Complete,DPW_120417_SERDP_41,2017-12-04T00:00:00Z,RZ lab,DPW,Pitt -80,G4,negative,positive,SERDP_50_121517,2017-12-15T00:00:00Z,SERDP_50_121517,RZ lab,DPW,G4,no,negative,pass,pass,no,positive,30.11888885,707.7769165000001,28311.07666,negative,NA,NA,NA,NA,4773
171020-26-NM-NM,171020-2126-NM,171020 212.6,NV,171020-2126,NA,NA,Complete,DPW_120617_SERDP_43,2017-12-06T00:00:00Z,RZ lab,DPW,Pitt -80,A12,negative,positive,SERDP_52_121817,2017-12-18T00:00:00Z,SERDP_52_121817,RZ lab,DPW,A12,no,negative,pass,pass,no,positive,30.07644463,891.4586792,35658.34717,negative,NA,NA,NA,NA,4773
171020-31-NM-NM,171020-2031-NM,171020 203.1,NV,171020-2031,NA,NA,Complete,DPW_120417_SERDP_41,2017-12-04T00:00:00Z,RZ lab,DPW,Pitt -80,G6,negative,positive,SERDP_50_121517,2017-12-15T00:00:00Z,SERDP_50_121517,RZ lab,DPW,G6,no,negative,pass,pass,no,positive,28.27621651,2542.1577150000003,101686.3086,negative,NA,NA,NA,NA,4799
171020-31-NM-NM,171020-2131-NM,171020 213.1,NV,171020-2131,NA,NA,Complete,DPW_120617_SERDP_43,2017-12-06T00:00:00Z,RZ lab,DPW,Pitt -80,B2,negative,positive,SERDP_52_121817,2017-12-18T00:00:00Z,SERDP_52_121817,RZ lab,DPW,B2,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4799
171020-32-NM-NM,171020-2132-NM,171020 213.2,NV,171020-2132,NA,NA,Complete,DPW_120617_SERDP_43,2017-12-06T00:00:00Z,RZ lab,DPW,Pitt -80,B3,negative,positive,SERDP_52_121817,2017-12-18T00:00:00Z,SERDP_52_121817,RZ lab,DPW,B3,no,negative,pass,pass,no,positive,27.06016731,6826.111328000001,273044.4531,negative,NA,NA,NA,NA,4800
171020-32-NM-NM,171020-2032-NM,171020 203.2,NV,171020-2032,NA,NA,Complete,DPW_120417_SERDP_41,2017-12-04T00:00:00Z,RZ lab,DPW,Pitt -80,G7,negative,positive,SERDP_50_121517,2017-12-15T00:00:00Z,SERDP_50_121517,RZ lab,DPW,G7,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4800
171020-35-NM-NM,171020-2035-NM,171020 203.5,NV,171020-2035,NA,NA,Complete,DPW_120417_SERDP_41,2017-12-04T00:00:00Z,RZ lab,DPW,Pitt -80,G8,negative,positive,SERDP_50_121517,2017-12-15T00:00:00Z,SERDP_50_121517,RZ lab,DPW,G8,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4803
171020-35-NM-NM,171020-2135-NM,171020 213.5,NV,171020-2135,NA,NA,Complete,DPW_120617_SERDP_43,2017-12-06T00:00:00Z,RZ lab,DPW,Pitt -80,B6,negative,positive,SERDP_52_121817,2017-12-18T00:00:00Z,SERDP_52_121817,RZ lab,DPW,B6,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4803
171020-40-NM-NM,171020-2040-NM,171020 204.0,NV,171020-2040,NA,NA,Complete,DPW_120417_SERDP_41,2017-12-04T00:00:00Z,RZ lab,DPW,Pitt -80,G11,negative,positive,SERDP_50_121517,2017-12-15T00:00:00Z,SERDP_50_121517,RZ lab,DPW,G11,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4806
171020-40-NM-NM,171020-2140-NM,171020 214.0,NV,171020-2140,NA,NA,Complete,DPW_120617_SERDP_43,2017-12-06T00:00:00Z,RZ lab,DPW,Pitt -80,B7,negative,positive,SERDP_52_121817,2017-12-18T00:00:00Z,SERDP_52_121817,RZ lab,DPW,B7,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4806
171020-41-NM-NM,171020-2141-NM,171020 214.1,NV,171020-2141,NA,NA,Complete,DPW_120617_SERDP_43,2017-12-06T00:00:00Z,RZ lab,DPW,Pitt -80,B8,negative,positive,SERDP_52_121817,2017-12-18T00:00:00Z,SERDP_52_121817,RZ lab,DPW,B8,no,negative,pass,pass,no,positive,30.63970375,609.5505980999999,24382.02393,negative,NA,NA,NA,NA,4807
171020-41-NM-NM,171020-2041-NM,171020 204.1,NV,171020-2041,NA,NA,Complete,DPW_120417_SERDP_41,2017-12-04T00:00:00Z,RZ lab,DPW,Pitt -80,G12,negative,positive,SERDP_50_121517,2017-12-15T00:00:00Z,SERDP_50_121517,RZ lab,DPW,G12,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4807
171020-42-NM-NM,171020-2142-NM,171020 214.2,NV,171020-2142,NA,NA,Complete,DPW_120617_SERDP_43,2017-12-06T00:00:00Z,RZ lab,DPW,Pitt -80,B9,negative,positive,SERDP_52_121817,2017-12-18T00:00:00Z,SERDP_52_121817,RZ lab,DPW,B9,no,negative,pass,pass,no,positive,29.01328468,1826.896118,73075.84473,negative,NA,NA,NA,NA,4808
171020-42-NM-NM,171020-2042-NM,171020 204.2,NV,171020-2042,NA,NA,Complete,DPW_120417_SERDP_41,2017-12-04T00:00:00Z,RZ lab,DPW,Pitt -80,H1,negative,positive,SERDP_50_121517,2017-12-15T00:00:00Z,SERDP_50_121517,RZ lab,DPW,H1,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4808
171020-43-NM-NM,171020-2043-NM,171020 204.3,NV,171020-2043,NA,NA,Complete,DPW_120417_SERDP_41,2017-12-04T00:00:00Z,RZ lab,DPW,Pitt -80,H2,negative,positive,SERDP_50_121517,2017-12-15T00:00:00Z,SERDP_50_121517,RZ lab,DPW,H2,no,negative,pass,pass,no,positive,29.66857529,967.3919677999999,38695.67871,negative,NA,NA,NA,NA,4809
171020-43-NM-NM,171020-2143-NM,171020 214.3,NV,171020-2143,NA,NA,Complete,DPW_120617_SERDP_43,2017-12-06T00:00:00Z,RZ lab,DPW,Pitt -80,B10,negative,positive,SERDP_52_121817,2017-12-18T00:00:00Z,SERDP_52_121817,RZ lab,DPW,B10,no,negative,pass,pass,no,positive,29.17196846,1641.359009,65654.36035,negative,NA,NA,NA,NA,4809
171020-44-NM-NM,171020-2044-NM,171020 204.4,NV,171020-2044,NA,NA,Complete,DPW_120417_SERDP_41,2017-12-04T00:00:00Z,RZ lab,DPW,Pitt -80,H3,negative,positive,SERDP_50_121517,2017-12-15T00:00:00Z,SERDP_50_121517,RZ lab,DPW,H3,no,negative,pass,pass,no,positive,29.80498505,880.0232543999999,35200.93018,negative,NA,NA,NA,NA,4810
171020-44-NM-NM,171020-2144-NM,171020 214.4,NV,171020-2144,NA,NA,Complete,DPW_120617_SERDP_43,2017-12-06T00:00:00Z,RZ lab,DPW,Pitt -80,B11,negative,positive,SERDP_52_121817,2017-12-18T00:00:00Z,SERDP_52_121817,RZ lab,DPW,B11,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4810
171020-46-NM-NM,171020-2046-NM,171020 204.6,NV,171020-2046,NA,NA,Complete,DPW_120417_SERDP_41,2017-12-04T00:00:00Z,RZ lab,DPW,Pitt -80,H4,negative,positive,SERDP_50_121517,2017-12-15T00:00:00Z,SERDP_50_121517,RZ lab,DPW,H4,no,negative,pass,pass,no,positive,26.41487694,9249.838867,369993.5547,negative,NA,NA,NA,NA,4812
171020-46-NM-NM,171020-2146-NM,171020 214.6,NV,171020-2146,NA,NA,Complete,DPW_120617_SERDP_43,2017-12-06T00:00:00Z,RZ lab,DPW,Pitt -80,C1,negative,positive,SERDP_52_121817,2017-12-18T00:00:00Z,SERDP_52_121817,RZ lab,DPW,C1,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4812
171020-51-NM-NM,171020-2151-NM,171020 215.1,NV,171020-2151,NA,NA,Complete,DPW_120617_SERDP_43,2017-12-06T00:00:00Z,RZ lab,DPW,Pitt -80,C2,negative,positive,SERDP_52_121817,2017-12-18T00:00:00Z,SERDP_52_121817,RZ lab,DPW,C2,no,negative,pass,pass,no,positive,27.75648689,4266.5986330000005,170663.9453,negative,NA,NA,NA,NA,4815
171020-51-NM-NM,171020-2051-NM,171020 205.1,NV,171020-2051,NA,NA,Complete,DPW_120417_SERDP_41,2017-12-04T00:00:00Z,RZ lab,DPW,Pitt -80,H7,negative,positive,SERDP_50_121517,2017-12-15T00:00:00Z,SERDP_50_121517,RZ lab,DPW,H7,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4815
171020-53-NM-NM,171020-2053-NM,171020 205.3,NV,171020-2053,NA,NA,Complete,DPW_120417_SERDP_41,2017-12-04T00:00:00Z,RZ lab,DPW,Pitt -80,H9,negative,positive,SERDP_50_121517,2017-12-15T00:00:00Z,SERDP_50_121517,RZ lab,DPW,H9,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4817
171020-53-NM-NM,171020-2153-NM,171020 215.3,NV,171020-2153,NA,NA,Complete,DPW_120617_SERDP_43,2017-12-06T00:00:00Z,RZ lab,DPW,Pitt -80,C3,negative,positive,SERDP_52_121817,2017-12-18T00:00:00Z,SERDP_52_121817,RZ lab,DPW,C3,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4817
171020-54-NM-NM,171020-2054-NM,171020 205.4,NV,171020-2054,NA,NA,Complete,DPW_120417_SERDP_41,2017-12-04T00:00:00Z,RZ lab,DPW,Pitt -80,H10,negative,positive,SERDP_50_121517,2017-12-15T00:00:00Z,SERDP_50_121517,RZ lab,DPW,H10,no,negative,pass,pass,no,positive,29.39019203,1173.5344239999997,46941.37695,negative,NA,NA,NA,NA,4818
171020-54-NM-NM,171020-2154-NM,171020 215.4,NV,171020-2154,NA,NA,Complete,DPW_120617_SERDP_43,2017-12-06T00:00:00Z,RZ lab,DPW,Pitt -80,C4,negative,positive,SERDP_52_121817,2017-12-18T00:00:00Z,SERDP_52_121817,RZ lab,DPW,C4,no,negative,pass,pass,no,positive,27.80439186,4130.863281000001,165234.5313,negative,NA,NA,NA,NA,4818
171020-60-NM-NM,171020-2060-NM,171020 206.0,NV,171020-2060,NA,NA,Complete,DPW_120417_SERDP_42,2017-12-04T00:00:00Z,RZ lab,DPW,Pitt -80,F4,negative,positive,SERDP_51_121817,2017-12-18T00:00:00Z,SERDP_51_121817,RZ lab,DPW,F4,no,negative,pass,pass,no,positive,29.09026909,1415.525024,56621.00098,negative,NA,NA,NA,NA,4821
171020-60-NM-NM,171020-2160-NM,171020 216.0,NV,171020-2160,NA,NA,Complete,DPW_120617_SERDP_43,2017-12-06T00:00:00Z,RZ lab,DPW,Pitt -80,C5,negative,positive,SERDP_52_121817,2017-12-18T00:00:00Z,SERDP_52_121817,RZ lab,DPW,C5,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4821
171020-61-NM-NM,171020-2061-NM,171020 206.1,NV,171020-2061,NA,NA,Complete,DPW_120417_SERDP_42,2017-12-04T00:00:00Z,RZ lab,DPW,Pitt -80,F5,negative,positive,SERDP_51_121817,2017-12-18T00:00:00Z,SERDP_51_121817,RZ lab,DPW,F5,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4822
171020-61-NM-NM,171020-2161-NM,171020 216.1,NV,171020-2161,NA,NA,Complete,DPW_120617_SERDP_43,2017-12-06T00:00:00Z,RZ lab,DPW,Pitt -80,C6,negative,positive,SERDP_52_121817,2017-12-18T00:00:00Z,SERDP_52_121817,RZ lab,DPW,C6,no,negative,pass,pass,no,negative,NA,NA,NA,negative,NA,NA,NA,NA,4822
